abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,generation,height_m,hp,is_legendary,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg
"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,5120,70,310,190,Twin Bird PokÃ©mon,45,1000000,1,1.4,35,0,Dodoãƒ‰ãƒ¼ãƒ‰ãƒ¼,Doduo,50,84,35,35,75,normal,flying,39.2
"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,110,5120,70,470,45,Triple Bird PokÃ©mon,70,1000000,1,1.8,60,0,Dodorioãƒ‰ãƒ¼ãƒ‰ãƒªã‚ª,Dodrio,50,85,60,60,110,normal,flying,85.2
"['Thick Fat', 'Hydration', 'Ice Body']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,5120,70,325,190,Sea Lion PokÃ©mon,55,1000000,1,1.1,65,0,Pawouãƒ‘ã‚¦ãƒ¯ã‚¦,Seel,50,86,45,70,45,water,,90
"['Thick Fat', 'Hydration', 'Ice Body']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,70,5120,70,475,75,Sea Lion PokÃ©mon,80,1000000,1,1.7,90,0,Jugonã‚¸ãƒ¥ã‚´ãƒ³,Dewgong,50,87,70,95,70,water,ice,120
"['Stench', 'Sticky Hold', 'Poison Touch']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,80,5120,70,325,190,Sludge PokÃ©mon,50,1000000,1,0.9,80,0,Betbeterãƒ™ãƒˆãƒ™ã‚¿ãƒ¼,Grimer,50,88,40,50,25,poison,,30
"['Stench', 'Sticky Hold', 'Poison Touch']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,105,5120,70,500,75,Sludge PokÃ©mon,75,1000000,1,1.2,105,0,Betbetonãƒ™ãƒˆãƒ™ãƒˆãƒ³,Muk,50,89,65,100,50,poison,,30
"['Shell Armor', 'Skill Link', 'Overcoat']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,305,190,Bivalve PokÃ©mon,100,1250000,1,0.3,30,0,Shellderã‚·ã‚§ãƒ«ãƒ€ãƒ¼,Shellder,50,90,45,25,40,water,,4
"['Shell Armor', 'Skill Link', 'Overcoat']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,95,5120,70,525,60,Bivalve PokÃ©mon,180,1250000,1,1.5,50,0,Parshenãƒ‘ãƒ«ã‚·ã‚§ãƒ³,Cloyster,50,91,85,45,70,water,ice,132.5
['Levitate'],0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,35,5120,70,310,190,Gas PokÃ©mon,30,1059860,1,1.3,30,0,Ghosã‚´ãƒ¼ã‚¹,Gastly,50,92,100,35,80,ghost,poison,0.1
['Levitate'],0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,50,5120,70,405,90,Gas PokÃ©mon,45,1059860,1,1.6,45,0,Ghostã‚´ãƒ¼ã‚¹ãƒˆ,Haunter,50,93,115,55,95,ghost,poison,0.1
['Cursed Body'],0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,65,5120,70,500,45,Shadow PokÃ©mon,60,1059860,1,1.5,60,0,Gangarã‚²ãƒ³ã‚¬ãƒ¼,Gengar,50,94,130,75,110,ghost,poison,40.5
"['Rock Head', 'Sturdy', 'Weak Armor']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,45,6400,70,385,45,Rock Snake PokÃ©mon,160,1000000,1,8.8,35,0,Iwarkã‚¤ãƒ¯ãƒ¼ã‚¯,Onix,50,95,30,45,70,rock,ground,210
"['Insomnia', 'Forewarn', 'Inner Focus']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,328,190,Hypnosis PokÃ©mon,45,1000000,1,1,60,0,Sleepeã‚¹ãƒªãƒ¼ãƒ—,Drowzee,50,96,43,90,42,psychic,,32.4
"['Insomnia', 'Forewarn', 'Inner Focus']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,73,5120,70,483,75,Hypnosis PokÃ©mon,70,1000000,1,1.6,85,0,Sleeperã‚¹ãƒªãƒ¼ãƒ‘ãƒ¼,Hypno,50,97,73,115,67,psychic,,75.6
"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,325,225,River Crab PokÃ©mon,90,1000000,1,0.4,30,0,Crabã‚¯ãƒ©ãƒ–,Krabby,50,98,25,25,50,water,,6.5
"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,130,5120,70,475,60,Pincer PokÃ©mon,115,1000000,1,1.3,55,0,Kinglerã‚­ãƒ³ã‚°ãƒ©ãƒ¼,Kingler,50,99,50,50,75,water,,60
"['Soundproof', 'Static', 'Aftermath']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,30,5120,70,330,190,Ball PokÃ©mon,50,1000000,1,0.5,40,0,Biriridamaãƒ“ãƒªãƒªãƒ€ãƒž,Voltorb,,100,55,55,100,electric,,10.4
"['Soundproof', 'Static', 'Aftermath']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,490,60,Ball PokÃ©mon,70,1000000,1,1.2,60,0,Marumineãƒžãƒ«ãƒžã‚¤ãƒ³,Electrode,,101,80,80,150,electric,,66.6
"['Chlorophyll', 'Harvest']",4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,40,5120,70,325,90,Egg PokÃ©mon,80,1250000,1,0.4,60,0,Tamatamaã‚¿ãƒžã‚¿ãƒž,Exeggcute,50,102,60,45,40,grass,psychic,2.5
"['Chlorophyll', 'Harvest']",4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,95,5120,70,530,45,Coconut PokÃ©mon,85,1250000,1,2,95,0,NassyãƒŠãƒƒã‚·ãƒ¼,Exeggutor,50,103,125,75,55,grass,psychic,120
"['Rock Head', 'Lightningrod', 'Battle Armor']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,5120,70,320,190,Lonely PokÃ©mon,95,1000000,1,0.4,50,0,Karakaraã‚«ãƒ©ã‚«ãƒ©,Cubone,50,104,40,50,35,ground,,6.5
"['Rock Head', 'Lightningrod', 'Battle Armor']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,80,5120,70,425,75,Bone Keeper PokÃ©mon,110,1000000,1,1,60,0,Garagaraã‚¬ãƒ©ã‚¬ãƒ©,Marowak,50,105,50,80,45,ground,,45
"['Limber', 'Reckless', 'Unburden']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,6400,70,455,45,Kicking PokÃ©mon,53,1000000,1,1.5,50,0,Sawamularã‚µãƒ¯ãƒ ãƒ©ãƒ¼,Hitmonlee,100,106,35,110,87,fighting,,49.8
"['Keen Eye', 'Iron Fist', 'Inner Focus']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,6400,70,455,45,Punching PokÃ©mon,79,1000000,1,1.4,50,0,Ebiwalarã‚¨ãƒ“ãƒ¯ãƒ©ãƒ¼,Hitmonchan,100,107,35,110,76,fighting,,50.2
"['Own Tempo', 'Oblivious', 'Cloud Nine']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,5120,70,385,45,Licking PokÃ©mon,75,1000000,1,1.2,90,0,Beroringaãƒ™ãƒ­ãƒªãƒ³ã‚¬,Lickitung,50,108,60,75,30,normal,,65.5
['Levitate'],0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,65,5120,70,340,190,Poison Gas PokÃ©mon,95,1000000,1,0.6,40,0,Dogarsãƒ‰ã‚¬ãƒ¼ã‚¹,Koffing,50,109,60,45,35,poison,,1
['Levitate'],0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,90,5120,70,490,60,Poison Gas PokÃ©mon,120,1000000,1,1.2,65,0,Matadogasãƒžã‚¿ãƒ‰ã‚¬ã‚¹,Weezing,50,110,85,70,60,poison,,9.5
"['Lightningrod', 'Rock Head', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,85,5120,70,345,120,Spikes PokÃ©mon,95,1250000,1,1,80,0,Sihornã‚µã‚¤ãƒ›ãƒ¼ãƒ³,Rhyhorn,50,111,30,30,25,ground,rock,115
"['Lightningrod', 'Rock Head', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,130,5120,70,485,60,Drill PokÃ©mon,120,1250000,1,1.9,105,0,Sidonã‚µã‚¤ãƒ‰ãƒ³,Rhydon,50,112,45,45,40,ground,rock,120
"['Natural Cure', 'Serene Grace', 'Healer']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5,10240,140,450,30,Egg PokÃ©mon,5,800000,1,1.1,250,0,Luckyãƒ©ãƒƒã‚­ãƒ¼,Chansey,0,113,35,105,50,normal,,34.6
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,55,5120,70,435,45,Vine PokÃ©mon,115,1000000,1,1,65,0,Monjaraãƒ¢ãƒ³ã‚¸ãƒ£ãƒ©,Tangela,50,114,100,40,60,grass,,35
"['Early Bird', 'Scrappy', 'Inner Focus']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,5120,70,490,45,Parent PokÃ©mon,80,1000000,1,2.2,105,0,Garuraã‚¬ãƒ«ãƒ¼ãƒ©,Kangaskhan,0,115,40,80,90,normal,,80
"['Swift Swim', 'Sniper', 'Damp']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,40,5120,70,295,225,Dragon PokÃ©mon,70,1000000,1,0.4,30,0,Tattuã‚¿ãƒƒãƒ„ãƒ¼,Horsea,50,116,70,25,60,water,,8
"['Poison Point', 'Sniper', 'Damp']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,440,75,Dragon PokÃ©mon,95,1000000,1,1.2,55,0,Seadraã‚·ãƒ¼ãƒ‰ãƒ©,Seadra,50,117,95,45,85,water,,25
"['Swift Swim', 'Water Veil', 'Lightningrod']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,67,5120,70,320,225,Goldfish PokÃ©mon,60,1000000,1,0.6,45,0,Tosakintoãƒˆã‚µã‚­ãƒ³ãƒˆ,Goldeen,50,118,35,50,63,water,,15
"['Swift Swim', 'Water Veil', 'Lightningrod']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,92,5120,70,450,60,Goldfish PokÃ©mon,65,1000000,1,1.3,80,0,Azumaoã‚¢ã‚ºãƒžã‚ªã‚¦,Seaking,50,119,65,80,68,water,,39
"['Illuminate', 'Natural Cure', 'Analytic']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,5120,70,340,225,Starshape PokÃ©mon,55,1250000,1,0.8,30,0,Hitodemanãƒ’ãƒˆãƒ‡ãƒžãƒ³,Staryu,,120,70,55,85,water,,34.5
"['Illuminate', 'Natural Cure', 'Analytic']",2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,75,5120,70,520,60,Mysterious PokÃ©mon,85,1250000,1,1.1,60,0,Starmieã‚¹ã‚¿ãƒ¼ãƒŸãƒ¼,Starmie,,121,100,85,115,water,psychic,80
"['Soundproof', 'Filter', 'Technician']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,45,6400,70,460,45,Barrier PokÃ©mon,65,1000000,1,1.3,40,0,Barrierdãƒãƒªãƒ¤ãƒ¼ãƒ‰,Mr. Mime,50,122,100,120,90,psychic,fairy,54.5
"['Swarm', 'Technician', 'Steadfast']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,110,6400,70,500,45,Mantis PokÃ©mon,80,1000000,1,1.5,70,0,Strikeã‚¹ãƒˆãƒ©ã‚¤ã‚¯,Scyther,50,123,55,80,105,bug,flying,56
"['Oblivious', 'Forewarn', 'Dry Skin']",2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,50,6400,70,455,45,Humanshape PokÃ©mon,35,1000000,1,1.4,65,0,Rougelaãƒ«ãƒ¼ã‚¸ãƒ¥ãƒ©,Jynx,0,124,115,95,95,ice,psychic,40.6
"['Static', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,83,6400,70,490,45,Electric PokÃ©mon,57,1000000,1,1.1,65,0,Elebooã‚¨ãƒ¬ãƒ–ãƒ¼,Electabuzz,75.4,125,95,85,105,electric,,30
"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,495,45,Spitfire PokÃ©mon,57,1000000,1,1.3,65,0,Booberãƒ–ãƒ¼ãƒãƒ¼,Magmar,75.4,126,100,85,93,fire,,44.5
"['Hyper Cutter', 'Mold Breaker', 'Moxie']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,125,6400,70,500,45,Stagbeetle PokÃ©mon,100,1250000,1,1.5,65,0,Kailiosã‚«ã‚¤ãƒ­ã‚¹,Pinsir,50,127,55,70,85,bug,,55
"['Intimidate', 'Anger Point', 'Sheer Force']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,5120,70,490,45,Wild Bull PokÃ©mon,95,1250000,1,1.4,75,0,Kentaurosã‚±ãƒ³ã‚¿ãƒ­ã‚¹,Tauros,100,128,40,70,110,normal,,88.4
"['Swift Swim', 'Rattled']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10,1280,70,200,255,Fish PokÃ©mon,55,1250000,1,0.9,20,0,Koikingã‚³ã‚¤ã‚­ãƒ³ã‚°,Magikarp,50,129,15,20,80,water,,10
"['Intimidate', 'Moxie']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,125,1280,70,540,45,Atrocious PokÃ©mon,79,1250000,1,6.5,95,0,Gyaradosã‚®ãƒ£ãƒ©ãƒ‰ã‚¹,Gyarados,50,130,60,100,81,water,flying,235
"['Water Absorb', 'Shell Armor', 'Hydration']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,85,10240,70,535,45,Transport PokÃ©mon,80,1250000,1,2.5,130,0,Laplaceãƒ©ãƒ—ãƒ©ã‚¹,Lapras,50,131,85,95,60,water,ice,220
"['Limber', 'Imposter']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,48,5120,70,288,35,Transform PokÃ©mon,48,1000000,1,0.3,48,0,Metamonãƒ¡ã‚¿ãƒ¢ãƒ³,Ditto,,132,48,48,48,normal,,4
"['Run Away', 'Adaptability', 'Anticipation']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,8960,70,325,45,Evolution PokÃ©mon,50,1000000,1,0.3,55,0,Eievuiã‚¤ãƒ¼ãƒ–ã‚¤,Eevee,88.1,133,45,65,55,normal,,6.5
"['Water Absorb', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,8960,70,525,45,Bubble Jet PokÃ©mon,60,1000000,1,1,130,0,Showersã‚·ãƒ£ãƒ¯ãƒ¼ã‚º,Vaporeon,88.1,134,110,95,65,water,,29
"['Volt Absorb', 'Quick Feet']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,8960,70,525,45,Lightning PokÃ©mon,60,1000000,1,0.8,65,0,Thundersã‚µãƒ³ãƒ€ãƒ¼ã‚¹,Jolteon,88.1,135,110,95,130,electric,,24.5
"['Flash Fire', 'Guts']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,130,8960,70,525,45,Flame PokÃ©mon,60,1000000,1,0.9,65,0,Boosterãƒ–ãƒ¼ã‚¹ã‚¿ãƒ¼,Flareon,88.1,136,95,110,65,fire,,25
"['Trace', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,395,45,Virtual PokÃ©mon,70,1000000,1,0.8,65,0,Porygonãƒãƒªã‚´ãƒ³,Porygon,,137,85,75,40,normal,,36.5
"['Swift Swim', 'Shell Armor', 'Weak Armor']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,40,7680,70,355,45,Spiral PokÃ©mon,100,1000000,1,0.4,35,0,Omniteã‚ªãƒ ãƒŠã‚¤ãƒˆ,Omanyte,88.1,138,90,55,35,rock,water,7.5
"['Swift Swim', 'Shell Armor', 'Weak Armor']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,60,7680,70,495,45,Spiral PokÃ©mon,125,1000000,1,1,70,0,Omstarã‚ªãƒ ã‚¹ã‚¿ãƒ¼,Omastar,88.1,139,115,70,55,rock,water,35
"['Swift Swim', 'Battle Armor', 'Weak Armor']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,80,7680,70,355,45,Shellfish PokÃ©mon,90,1000000,1,0.5,30,0,Kabutoã‚«ãƒ–ãƒˆ,Kabuto,88.1,140,55,45,55,rock,water,11.5
"['Swift Swim', 'Battle Armor', 'Weak Armor']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,115,7680,70,495,45,Shellfish PokÃ©mon,105,1000000,1,1.3,60,0,Kabutopsã‚«ãƒ–ãƒˆãƒ—ã‚¹,Kabutops,88.1,141,65,70,80,rock,water,40.5
"['Rock Head', 'Pressure', 'Unnerve']",0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,105,8960,70,515,45,Fossil PokÃ©mon,65,1250000,1,1.8,80,0,Pteraãƒ—ãƒ†ãƒ©,Aerodactyl,88.1,142,60,75,130,rock,flying,59
"['Immunity', 'Thick Fat', 'Gluttony']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,10240,70,540,25,Sleeping PokÃ©mon,65,1250000,1,2.1,160,0,Kabigonã‚«ãƒ“ã‚´ãƒ³,Snorlax,88.1,143,65,110,30,normal,,460
"['Pressure', 'Snow Cloak']",0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,85,20480,35,580,3,Freeze PokÃ©mon,100,1250000,1,1.7,90,1,Freezerãƒ•ãƒªãƒ¼ã‚¶ãƒ¼,Articuno,,144,95,125,85,ice,flying,55.4
"['Pressure', 'Static']",0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,90,20480,35,580,3,Electric PokÃ©mon,85,1250000,1,1.6,90,1,Thunderã‚µãƒ³ãƒ€ãƒ¼,Zapdos,,145,125,90,100,electric,flying,52.6
"['Pressure', 'Flame Body']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,100,20480,35,580,3,Flame PokÃ©mon,90,1250000,1,2,90,1,Fireãƒ•ã‚¡ã‚¤ãƒ¤ãƒ¼,Moltres,,146,125,85,90,fire,flying,60
"['Shed Skin', 'Marvel Scale']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,64,10240,35,300,45,Dragon PokÃ©mon,45,1250000,1,1.8,41,0,MiniryuãƒŸãƒ‹ãƒªãƒ¥ã‚¦,Dratini,50,147,50,50,50,dragon,,3.3
"['Shed Skin', 'Marvel Scale']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,84,10240,35,420,45,Dragon PokÃ©mon,65,1250000,1,4,61,0,Hakuryuãƒã‚¯ãƒªãƒ¥ãƒ¼,Dragonair,50,148,70,70,70,dragon,,16.5
"['Inner Focus', 'Multiscale']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,134,10240,35,600,45,Dragon PokÃ©mon,95,1250000,1,2.2,91,0,Kairyuã‚«ã‚¤ãƒªãƒ¥ãƒ¼,Dragonite,50,149,100,100,80,dragon,flying,210
"['Pressure', 'Unnerve']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,110,30720,0,680,3,Genetic PokÃ©mon,90,1250000,1,2,106,1,MewtwoãƒŸãƒ¥ã‚¦ãƒ„ãƒ¼,Mewtwo,,150,154,90,130,psychic,,122
['Synchronize'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,100,30720,100,600,45,New Species PokÃ©mon,100,1059860,1,0.4,100,1,MewãƒŸãƒ¥ã‚¦,Mew,,151,100,100,100,psychic,,4
"['Overgrow', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,49,5120,70,318,45,Leaf PokÃ©mon,65,1059860,2,0.9,45,0,Chicoritaãƒã‚³ãƒªãƒ¼ã‚¿,Chikorita,88.1,152,49,65,45,grass,,6.4
"['Overgrow', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,62,5120,70,405,45,Leaf PokÃ©mon,80,1059860,2,1.2,60,0,Bayleafãƒ™ã‚¤ãƒªãƒ¼ãƒ•,Bayleef,88.1,153,63,80,60,grass,,15.8
"['Overgrow', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,82,5120,70,525,45,Herb PokÃ©mon,100,1059860,2,1.8,80,0,Meganiumãƒ¡ã‚¬ãƒ‹ã‚¦ãƒ ,Meganium,88.1,154,83,100,80,grass,,100.5
"['Blaze', 'Flash Fire']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,52,5120,70,309,45,Fire Mouse PokÃ©mon,43,1059860,2,0.5,39,0,Hinoarashiãƒ’ãƒŽã‚¢ãƒ©ã‚·,Cyndaquil,88.1,155,60,50,65,fire,,7.9
"['Blaze', 'Flash Fire']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,64,5120,70,405,45,Volcano PokÃ©mon,58,1059860,2,0.9,58,0,Magmarashiãƒžã‚°ãƒžãƒ©ã‚·,Quilava,88.1,156,80,65,80,fire,,19
"['Blaze', 'Flash Fire']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,84,5120,70,534,45,Volcano PokÃ©mon,78,1059860,2,1.7,78,0,Bakphoonãƒã‚¯ãƒ•ãƒ¼ãƒ³,Typhlosion,88.1,157,109,85,100,fire,,79.5
"['Torrent', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,314,45,Big Jaw PokÃ©mon,64,1059860,2,0.6,50,0,Waninokoãƒ¯ãƒ‹ãƒŽã‚³,Totodile,88.1,158,44,48,43,water,,9.5
"['Torrent', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,5120,70,405,45,Big Jaw PokÃ©mon,80,1059860,2,1.1,65,0,Alligatesã‚¢ãƒªã‚²ã‚¤ãƒ„,Croconaw,88.1,159,59,63,58,water,,25
"['Torrent', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,530,45,Big Jaw PokÃ©mon,100,1059860,2,2.3,85,0,Ordileã‚ªãƒ¼ãƒ€ã‚¤ãƒ«,Feraligatr,88.1,160,79,83,78,water,,88.8
"['Run Away', 'Keen Eye', 'Frisk']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,46,3840,70,215,255,Scout PokÃ©mon,34,1000000,2,0.8,35,0,Otachiã‚ªã‚¿ãƒ,Sentret,50,161,35,45,20,normal,,6
"['Run Away', 'Keen Eye', 'Frisk']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,76,3840,70,415,90,Long Body PokÃ©mon,64,1000000,2,1.8,85,0,Ootachiã‚ªã‚ªã‚¿ãƒ,Furret,50,162,45,55,90,normal,,32.5
"['Insomnia', 'Keen Eye', 'Tinted Lens']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,30,3840,70,262,255,Owl PokÃ©mon,30,1000000,2,0.7,60,0,Hohoãƒ›ãƒ¼ãƒ›ãƒ¼,Hoothoot,50,163,36,56,50,normal,flying,21.2
"['Insomnia', 'Keen Eye', 'Tinted Lens']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,452,90,Owl PokÃ©mon,50,1000000,2,1.6,100,0,Yorunozukuãƒ¨ãƒ«ãƒŽã‚ºã‚¯,Noctowl,50,164,86,96,70,normal,flying,40.8
"['Swarm', 'Early Bird', 'Rattled']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,20,3840,70,265,255,Five Star PokÃ©mon,30,800000,2,1,40,0,Redibaãƒ¬ãƒ‡ã‚£ãƒ,Ledyba,50,165,40,80,55,bug,flying,10.8
"['Swarm', 'Early Bird', 'Iron Fist']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,35,3840,70,390,90,Five Star PokÃ©mon,50,800000,2,1.4,55,0,Redianãƒ¬ãƒ‡ã‚£ã‚¢ãƒ³,Ledian,50,166,55,110,85,bug,flying,35.6
"['Swarm', 'Insomnia', 'Sniper']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,60,3840,70,250,255,String Spit PokÃ©mon,40,800000,2,0.5,40,0,Itomaruã‚¤ãƒˆãƒžãƒ«,Spinarak,50,167,40,40,30,bug,poison,8.5
"['Swarm', 'Insomnia', 'Sniper']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,90,3840,70,400,90,Long Leg PokÃ©mon,70,800000,2,1.1,70,0,Ariadosã‚¢ãƒªã‚¢ãƒ‰ã‚¹,Ariados,50,168,60,70,40,bug,poison,33.5
"['Inner Focus', 'Infiltrator']",0.25,1,1,2,0.5,0.25,1,1,1,0.25,0,2,1,0.5,2,2,1,1,90,3840,70,535,90,Bat PokÃ©mon,80,1000000,2,1.8,85,0,Crobatã‚¯ãƒ­ãƒãƒƒãƒˆ,Crobat,50,169,70,80,130,poison,flying,75
